Inception3   line 1 cols 1-10 is T_Identifier 
True         line 39 cols 87-90 is T_BoolConstant (value = true)
)            line 39 cols 91-91 is ')' 
)            line 40 cols 5-5 is ')' 
(            line 41 cols 5-5 is '(' 
branch3x3dbl_2 line 41 cols 6-19 is T_Identifier 
)            line 41 cols 20-20 is ')' 
:            line 41 cols 21-21 is ':' 
BasicConv2d  line 41 cols 23-33 is T_Identifier 
(            line 41 cols 34-34 is '(' 
(            line 42 cols 7-7 is '(' 
conv         line 42 cols 8-11 is T_Identifier 
)            line 42 cols 12-12 is ')' 
:            line 42 cols 13-13 is ':' 
Conv2d       line 42 cols 15-20 is T_Conv2d 
(            line 42 cols 21-21 is '(' 
64           line 42 cols 22-23 is T_IntConstant (value = 64)
,            line 42 cols 24-24 is ',' 
96           line 42 cols 26-27 is T_IntConstant (value = 96)
,            line 42 cols 28-28 is ',' 
kernel_size  line 42 cols 30-40 is T_kernel_size 
=            line 42 cols 41-41 is '=' 
(            line 42 cols 42-42 is '(' 
3            line 42 cols 43-43 is T_IntConstant (value = 3)
,            line 42 cols 44-44 is ',' 
3            line 42 cols 46-46 is T_IntConstant (value = 3)
)            line 42 cols 47-47 is ')' 
,            line 42 cols 48-48 is ',' 
stride       line 42 cols 50-55 is T_stride 
=            line 42 cols 56-56 is '=' 
(            line 42 cols 57-57 is '(' 
1            line 42 cols 58-58 is T_IntConstant (value = 1)
,            line 42 cols 59-59 is ',' 
1            line 42 cols 61-61 is T_IntConstant (value = 1)
)            line 42 cols 62-62 is ')' 
,            line 42 cols 63-63 is ',' 
padding      line 42 cols 65-71 is T_padding 
=            line 42 cols 72-72 is '=' 
(            line 42 cols 73-73 is '(' 
1            line 42 cols 74-74 is T_IntConstant (value = 1)
,            line 42 cols 75-75 is ',' 
1            line 42 cols 77-77 is T_IntConstant (value = 1)
)            line 42 cols 78-78 is ')' 
,            line 42 cols 79-79 is ',' 
bias         line 42 cols 81-84 is T_bias 
=            line 42 cols 85-85 is '=' 
False        line 42 cols 86-90 is T_BoolConstant (value = false)
)            line 42 cols 91-91 is ')' 
(            line 43 cols 7-7 is '(' 
bn           line 43 cols 8-9 is T_Identifier 
)            line 43 cols 10-10 is ')' 
:            line 43 cols 11-11 is ':' 
BatchNorm2d  line 43 cols 13-23 is T_BatchNorm2d 
(            line 43 cols 24-24 is '(' 
96           line 43 cols 25-26 is T_IntConstant (value = 96)
,            line 43 cols 27-27 is ',' 
eps          line 43 cols 29-31 is T_eps 
=            line 43 cols 32-32 is '=' 
0.001        line 43 cols 33-37 is T_DoubleConstant (value = 0.001)
,            line 43 cols 38-38 is ',' 
momentum     line 43 cols 40-47 is T_momentum 
=            line 43 cols 48-48 is '=' 
0.1          line 43 cols 49-51 is T_DoubleConstant (value = 0.1)
,            line 43 cols 52-52 is ',' 
affine       line 43 cols 54-59 is T_Identifier 
=            line 43 cols 60-60 is '=' 
True         line 43 cols 61-64 is T_BoolConstant (value = true)
,            line 43 cols 65-65 is ',' 
track_running_stats line 43 cols 67-85 is T_track_running_stats 
=            line 43 cols 86-86 is '=' 
True         line 43 cols 87-90 is T_BoolConstant (value = true)
)            line 43 cols 91-91 is ')' 
)            line 44 cols 5-5 is ')' 
(            line 45 cols 5-5 is '(' 
branch3x3dbl_3 line 45 cols 6-19 is T_Identifier 
)            line 45 cols 20-20 is ')' 
:            line 45 cols 21-21 is ':' 
BasicConv2d  line 45 cols 23-33 is T_Identifier 
(            line 45 cols 34-34 is '(' 
(            line 46 cols 7-7 is '(' 
conv         line 46 cols 8-11 is T_Identifier 
)            line 46 cols 12-12 is ')' 
:            line 46 cols 13-13 is ':' 
Conv2d       line 46 cols 15-20 is T_Conv2d 
(            line 46 cols 21-21 is '(' 
96           line 46 cols 22-23 is T_IntConstant (value = 96)
,            line 46 cols 24-24 is ',' 
96           line 46 cols 26-27 is T_IntConstant (value = 96)
,            line 46 cols 28-28 is ',' 
kernel_size  line 46 cols 30-40 is T_kernel_size 
=            line 46 cols 41-41 is '=' 
(            line 46 cols 42-42 is '(' 
3            line 46 cols 43-43 is T_IntConstant (value = 3)
,            line 46 cols 44-44 is ',' 
3            line 46 cols 46-46 is T_IntConstant (value = 3)
)            line 46 cols 47-47 is ')' 
,            line 46 cols 48-48 is ',' 
stride       line 46 cols 50-55 is T_stride 
=            line 46 cols 56-56 is '=' 
(            line 46 cols 57-57 is '(' 
1            line 46 cols 58-58 is T_IntConstant (value = 1)
,            line 46 cols 59-59 is ',' 
1            line 46 cols 61-61 is T_IntConstant (value = 1)
)            line 46 cols 62-62 is ')' 
,            line 46 cols 63-63 is ',' 
padding      line 46 cols 65-71 is T_padding 
=            line 46 cols 72-72 is '=' 
(            line 46 cols 73-73 is '(' 
1            line 46 cols 74-74 is T_IntConstant (value = 1)
,            line 46 cols 75-75 is ',' 
1            line 46 cols 77-77 is T_IntConstant (value = 1)
)            line 46 cols 78-78 is ')' 
,            line 46 cols 79-79 is ',' 
bias         line 46 cols 81-84 is T_bias 
=            line 46 cols 85-85 is '=' 
False        line 46 cols 86-90 is T_BoolConstant (value = false)
)            line 46 cols 91-91 is ')' 
(            line 47 cols 7-7 is '(' 
bn           line 47 cols 8-9 is T_Identifier 
)            line 47 cols 10-10 is ')' 
:            line 47 cols 11-11 is ':' 
BatchNorm2d  line 47 cols 13-23 is T_BatchNorm2d 
(            line 47 cols 24-24 is '(' 
96           line 47 cols 25-26 is T_IntConstant (value = 96)
,            line 47 cols 27-27 is ',' 
eps          line 47 cols 29-31 is T_eps 
=            line 47 cols 32-32 is '=' 
0.001        line 47 cols 33-37 is T_DoubleConstant (value = 0.001)
,            line 47 cols 38-38 is ',' 
momentum     line 47 cols 40-47 is T_momentum 
=            line 47 cols 48-48 is '=' 
0.1          line 47 cols 49-51 is T_DoubleConstant (value = 0.1)
,            line 47 cols 52-52 is ',' 
affine       line 47 cols 54-59 is T_Identifier 
=            line 47 cols 60-60 is '=' 
True         line 47 cols 61-64 is T_BoolConstant (value = true)
,            line 47 cols 65-65 is ',' 
track_running_stats line 47 cols 67-85 is T_track_running_stats 
=            line 47 cols 86-86 is '=' 
True         line 47 cols 87-90 is T_BoolConstant (value = true)
)            line 47 cols 91-91 is ')' 
)            line 48 cols 5-5 is ')' 
(            line 49 cols 5-5 is '(' 
branch_pool  line 49 cols 6-16 is T_Identifier 
)            line 49 cols 17-17 is ')' 
:            line 49 cols 18-18 is ':' 
BasicConv2d  line 49 cols 20-30 is T_Identifier 
(            line 49 cols 31-31 is '(' 
(            line 50 cols 7-7 is '(' 
conv         line 50 cols 8-11 is T_Identifier 
)            line 50 cols 12-12 is ')' 
:            line 50 cols 13-13 is ':' 
Conv2d       line 50 cols 15-20 is T_Conv2d 
(            line 50 cols 21-21 is '(' 
192          line 50 cols 22-24 is T_IntConstant (value = 192)
,            line 50 cols 25-25 is ',' 
32           line 50 cols 27-28 is T_IntConstant (value = 32)
,            line 50 cols 29-29 is ',' 
kernel_size  line 50 cols 31-41 is T_kernel_size 
=            line 50 cols 42-42 is '=' 
(            line 50 cols 43-43 is '(' 
1            line 50 cols 44-44 is T_IntConstant (value = 1)
,            line 50 cols 45-45 is ',' 
1            line 50 cols 47-47 is T_IntConstant (value = 1)
)            line 50 cols 48-48 is ')' 
,            line 50 cols 49-49 is ',' 
stride       line 50 cols 51-56 is T_stride 
=            line 50 cols 57-57 is '=' 
(            line 50 cols 58-58 is '(' 
1            line 50 cols 59-59 is T_IntConstant (value = 1)
,            line 50 cols 60-60 is ',' 
1            line 50 cols 62-62 is T_IntConstant (value = 1)
)            line 50 cols 63-63 is ')' 
,            line 50 cols 64-64 is ',' 
bias         line 50 cols 66-69 is T_bias 
=            line 50 cols 70-70 is '=' 
False        line 50 cols 71-75 is T_BoolConstant (value = false)
)            line 50 cols 76-76 is ')' 
(            line 51 cols 7-7 is '(' 
bn           line 51 cols 8-9 is T_Identifier 
)            line 51 cols 10-10 is ')' 
:            line 51 cols 11-11 is ':' 
BatchNorm2d  line 51 cols 13-23 is T_BatchNorm2d 
(            line 51 cols 24-24 is '(' 
32           line 51 cols 25-26 is T_IntConstant (value = 32)
,            line 51 cols 27-27 is ',' 
eps          line 51 cols 29-31 is T_eps 
=            line 51 cols 32-32 is '=' 
0.001        line 51 cols 33-37 is T_DoubleConstant (value = 0.001)
,            line 51 cols 38-38 is ',' 
momentum     line 51 cols 40-47 is T_momentum 
=            line 51 cols 48-48 is '=' 
0.1          line 51 cols 49-51 is T_DoubleConstant (value = 0.1)
,            line 51 cols 52-52 is ',' 
affine       line 51 cols 54-59 is T_Identifier 
=            line 51 cols 60-60 is '=' 
True         line 51 cols 61-64 is T_BoolConstant (value = true)
,            line 51 cols 65-65 is ',' 
track_running_stats line 51 cols 67-85 is T_track_running_stats 
=            line 51 cols 86-86 is '=' 
True         line 51 cols 87-90 is T_BoolConstant (value = true)
)            line 51 cols 91-91 is ')' 
)            line 52 cols 5-5 is ')' 
)            line 53 cols 3-3 is ')' 
(            line 54 cols 3-3 is '(' 
Mixed_5c     line 54 cols 4-11 is T_Identifier 
)            line 54 cols 12-12 is ')' 
:            line 54 cols 13-13 is ':' 
InceptionA   line 54 cols 15-24 is T_Identifier 
(            line 54 cols 25-25 is '(' 
(            line 55 cols 5-5 is '(' 
branch1x1    line 55 cols 6-14 is T_Identifier 
)            line 55 cols 15-15 is ')' 
:            line 55 cols 16-16 is ':' 
BasicConv2d  line 55 cols 18-28 is T_Identifier 
(            line 55 cols 29-29 is '(' 
(            line 56 cols 7-7 is '(' 
conv         line 56 cols 8-11 is T_Identifier 
)            line 56 cols 12-12 is ')' 
:            line 56 cols 13-13 is ':' 
Conv2d       line 56 cols 15-20 is T_Conv2d 
(            line 56 cols 21-21 is '(' 
256          line 56 cols 22-24 is T_IntConstant (value = 256)
,            line 56 cols 25-25 is ',' 
64           line 56 cols 27-28 is T_IntConstant (value = 64)
,            line 56 cols 29-29 is ',' 
kernel_size  line 56 cols 31-41 is T_kernel_size 
=            line 56 cols 42-42 is '=' 
(            line 56 cols 43-43 is '(' 
1            line 56 cols 44-44 is T_IntConstant (value = 1)
,            line 56 cols 45-45 is ',' 
1            line 56 cols 47-47 is T_IntConstant (value = 1)
)            line 56 cols 48-48 is ')' 
,            line 56 cols 49-49 is ',' 
stride       line 56 cols 51-56 is T_stride 
=            line 56 cols 57-57 is '=' 
(            line 56 cols 58-58 is '(' 
1            line 56 cols 59-59 is T_IntConstant (value = 1)
,            line 56 cols 60-60 is ',' 
1            line 56 cols 62-62 is T_IntConstant (value = 1)
)            line 56 cols 63-63 is ')' 
,            line 56 cols 64-64 is ',' 
bias         line 56 cols 66-69 is T_bias 
=            line 56 cols 70-70 is '=' 
False        line 56 cols 71-75 is T_BoolConstant (value = false)
)            line 56 cols 76-76 is ')' 
(            line 57 cols 7-7 is '(' 
bn           line 57 cols 8-9 is T_Identifier 
)            line 57 cols 10-10 is ')' 
:            line 57 cols 11-11 is ':' 
BatchNorm2d  line 57 cols 13-23 is T_BatchNorm2d 
(            line 57 cols 24-24 is '(' 
64           line 57 cols 25-26 is T_IntConstant (value = 64)
,            line 57 cols 27-27 is ',' 
eps          line 57 cols 29-31 is T_eps 
=            line 57 cols 32-32 is '=' 
0.001        line 57 cols 33-37 is T_DoubleConstant (value = 0.001)
,            line 57 cols 38-38 is ',' 
momentum     line 57 cols 40-47 is T_momentum 
=            line 57 cols 48-48 is '=' 
0.1          line 57 cols 49-51 is T_DoubleConstant (value = 0.1)
,            line 57 cols 52-52 is ',' 
affine       line 57 cols 54-59 is T_Identifier 
=            line 57 cols 60-60 is '=' 
True         line 57 cols 61-64 is T_BoolConstant (value = true)
,            line 57 cols 65-65 is ',' 
track_running_stats line 57 cols 67-85 is T_track_running_stats 
=            line 57 cols 86-86 is '=' 
True         line 57 cols 87-90 is T_BoolConstant (value = true)
)            line 57 cols 91-91 is ')' 
)            line 58 cols 5-5 is ')' 
(            line 59 cols 5-5 is '(' 
branch5x5_1  line 59 cols 6-16 is T_Identifier 
)            line 59 cols 17-17 is ')' 
:            line 59 cols 18-18 is ':' 
BasicConv2d  line 59 cols 20-30 is T_Identifier 
(            line 59 cols 31-31 is '(' 
(            line 60 cols 7-7 is '(' 
conv         line 60 cols 8-11 is T_Identifier 
)            line 60 cols 12-12 is ')' 
:            line 60 cols 13-13 is ':' 
Conv2d       line 60 cols 15-20 is T_Conv2d 
(            line 60 cols 21-21 is '(' 
256          line 60 cols 22-24 is T_IntConstant (value = 256)
,            line 60 cols 25-25 is ',' 
48           line 60 cols 27-28 is T_IntConstant (value = 48)
,            line 60 cols 29-29 is ',' 
kernel_size  line 60 cols 31-41 is T_kernel_size 
=            line 60 cols 42-42 is '=' 
(            line 60 cols 43-43 is '(' 
1            line 60 cols 44-44 is T_IntConstant (value = 1)
,            line 60 cols 45-45 is ',' 
1            line 60 cols 47-47 is T_IntConstant (value = 1)
)            line 60 cols 48-48 is ')' 
,            line 60 cols 49-49 is ',' 
stride       line 60 cols 51-56 is T_stride 
=            line 60 cols 57-57 is '=' 
(            line 60 cols 58-58 is '(' 
1            line 60 cols 59-59 is T_IntConstant (value = 1)
,            line 60 cols 60-60 is ',' 
1            line 60 cols 62-62 is T_IntConstant (value = 1)
)            line 60 cols 63-63 is ')' 
,            line 60 cols 64-64 is ',' 
bias         line 60 cols 66-69 is T_bias 
=            line 60 cols 70-70 is '=' 
False        line 60 cols 71-75 is T_BoolConstant (value = false)
)            line 60 cols 76-76 is ')' 
(            line 61 cols 7-7 is '(' 
bn           line 61 cols 8-9 is T_Identifier 
)            line 61 cols 10-10 is ')' 
:            line 61 cols 11-11 is ':' 
BatchNorm2d  line 61 cols 13-23 is T_BatchNorm2d 
(            line 61 cols 24-24 is '(' 
48           line 61 cols 25-26 is T_IntConstant (value = 48)
,            line 61 cols 27-27 is ',' 
eps          line 61 cols 29-31 is T_eps 
=            line 61 cols 32-32 is '=' 
0.001        line 61 cols 33-37 is T_DoubleConstant (value = 0.001)
,            line 61 cols 38-38 is ',' 
momentum     line 61 cols 40-47 is T_momentum 
=            line 61 cols 48-48 is '=' 
0.1          line 61 cols 49-51 is T_DoubleConstant (value = 0.1)
,            line 61 cols 52-52 is ',' 
affine       line 61 cols 54-59 is T_Identifier 
=            line 61 cols 60-60 is '=' 
True         line 61 cols 61-64 is T_BoolConstant (value = true)
,            line 61 cols 65-65 is ',' 
track_running_stats line 61 cols 67-85 is T_track_running_stats 
=            line 61 cols 86-86 is '=' 
True         line 61 cols 87-90 is T_BoolConstant (value = true)
)            line 61 cols 91-91 is ')' 
)            line 62 cols 5-5 is ')' 
(            line 63 cols 5-5 is '(' 
branch5x5_2  line 63 cols 6-16 is T_Identifier 
)            line 63 cols 17-17 is ')' 
:            line 63 cols 18-18 is ':' 
BasicConv2d  line 63 cols 20-30 is T_Identifier 
(            line 63 cols 31-31 is '(' 
(            line 64 cols 7-7 is '(' 
conv         line 64 cols 8-11 is T_Identifier 
)            line 64 cols 12-12 is ')' 
:            line 64 cols 13-13 is ':' 
Conv2d       line 64 cols 15-20 is T_Conv2d 
(            line 64 cols 21-21 is '(' 
48           line 64 cols 22-23 is T_IntConstant (value = 48)
,            line 64 cols 24-24 is ',' 
64           line 64 cols 26-27 is T_IntConstant (value = 64)
,            line 64 cols 28-28 is ',' 
kernel_size  line 64 cols 30-40 is T_kernel_size 
=            line 64 cols 41-41 is '=' 
(            line 64 cols 42-42 is '(' 
5            line 64 cols 43-43 is T_IntConstant (value = 5)
,            line 64 cols 44-44 is ',' 
5            line 64 cols 46-46 is T_IntConstant (value = 5)
)            line 64 cols 47-47 is ')' 
,            line 64 cols 48-48 is ',' 
stride       line 64 cols 50-55 is T_stride 
=            line 64 cols 56-56 is '=' 
